company	Year	FCFF	TotalDebt	Revenues	NetCapExp	EBITDA	TaxRate	NetIncome
COLAS SA	2007	-83.80164	86	2094.6	114.8	237.2	-0.00094	124.8
COLOPLAST-B	2003	-343.21014	-136.8	-1038	76.2	-217.8	0.00026	-75.4
COLOPLAST-B	2004	-132.62164	-434.8	-638	178.2	-150.8	0.01456	-59.4
COLOPLAST-B	2005	287.40866	-639.8	-179	-10.8	-93.8	-0.01034	-43.4
COLOPLAST-B	2006	181.94616	552.2	520	-84.8	6.2	-0.04464	-22.4
COLOPLAST-B	2007	6.47696	659.2	1335	-158.8	456.2	0.04016	200.6
COMMUNISIS PLC	2003	-12.8222352	-1.9	-9.45	4.282	0.544	0.1546	7.406
COMMUNISIS PLC	2004	13.1514488	-10.15	29.1	-7.048	5.854	0.282	3.336
COMMUNISIS PLC	2005	10.3110748	0.13	-1.92	-3.628	1.304	-0.3093	-8.234
COMMUNISIS PLC	2006	-7.0839832	5.3	-6.79	1.482	-4.036	0.182	-5.814
COMMUNISIS PLC	2007	-3.5563052	6.62	-10.94	4.912	-3.666	-0.3093	3.306
COMPTEL OYJ	2003	-8.9089904	-0.034	-12.576	0.24	-13.366	0.14298	-7.91974
COMPTEL OYJ	2004	8.6515236	-0.034	-7.876	-0.26	-1.056	-0.06262	-0.692565
COMPTEL OYJ	2005	-15.8517544	-0.034	-2.216	1.29	6.014	-0.09192	5.327435
COMPTEL OYJ	2006	10.9578096	-0.034	4.144	0.2	3.114	-0.06752	2.247435
COMPTEL OYJ	2007	5.1514116	0.136	18.524	-1.47	5.294	0.07908	1.037435
COMPUTERLINKS AG	2003	6.438036	-0.654	-79.96	-64.606	-2.714	-0.31258	-63.872
COMPUTERLINKS AG	2004	0.94549	-0.654	-69.7	15.264	-1.774	0.08252	14.728
COMPUTERLINKS AG	2005	2.23461	-0.654	-34.95	16.234	-1.344	0.06002	15.458
COMPUTERLINKS AG	2006	-15.418332	2.616	33.63	16.294	1.256	0.05862	15.918
COMPUTERLINKS AG	2007	5.800196	-0.654	150.98	16.814	4.576	0.11142	17.768
CONNAUGHT PLC	2003	-3.8999294	-6.196	-99.416	-0.536	-3.096	0.09664	-0.619408
CONNAUGHT PLC	2004	-3.8999294	-6.196	-59.276	-0.536	-3.096	0.09664	-0.619408
CONNAUGHT PLC	2005	9.6714906	0.204	-19.256	1.494	-1.306	-0.28086	-0.622368
CONNAUGHT PLC	2006	-1.8793584	-3.766	40.914	-0.956	-3.606	0.06854	-2.969408
CONNAUGHT PLC	2007	0.0077266	15.954	137.034	0.534	11.104	0.01904	4.830592
CONTINENTAL AG	2003	-2.638446	387.8	-1444.56	-83.44	-447.2	0.13924	-399.06
CONTINENTAL AG	2004	-183.269546	-24.6	-1318.46	-13.24	-444	0.13774	-311.06
CONTINENTAL AG	2005	-66.905076	-106.4	-255.46	23.76	-68.3	-0.10906	48.74
CONTINENTAL AG	2006	123.048994	-101.2	984.34	48.76	456.9	-0.08656	304.54
CONTINENTAL AG	2007	129.764074	-155.6	2034.14	24.16	502.6	-0.08136	356.84
CORIN GROUP PLC	2003	1.6033852	-0.39	-6.958	-0.78	-1.84	0.03806	-0.586
CORIN GROUP PLC	2004	0.6005962	-0.61	-0.268	-0.16	0.49	0.00306	1.284
CORIN GROUP PLC	2005	0.5220252	0.01	1.342	0.13	1.27	-0.01174	1.734
CORIN GROUP PLC	2006	-0.7403158	-0.6	1.632	0.31	-0.25	-0.01874	-1.296
CORIN GROUP PLC	2007	-1.9856908	1.59	4.252	0.5	0.33	-0.01064	-1.136
COSALT PLC	2003	-0.411716	5.736	6.43	1.398	1.656	0.08258	2.9752268
COSALT PLC	2004	-3.782992	5.836	15.34	-0.852	2.426	0.06858	3.4252268
COSALT PLC	2005	4.746318	-3.974	9.11	0.628	2.496	0.05638	0.8452268
COSALT PLC	2006	-0.439536	-2.474	-18.62	-0.002	-3.724	-0.12592	-3.9309072
COSALT PLC	2007	-0.112074	-5.124	-12.26	-1.172	-2.854	-0.08162	-3.3147732
CRANSWICK PLC	2003	2.1470014	-49.662	-120.78	-2.868	-8.104	0.0114	-0.69
CRANSWICK PLC	2004	-6.0638476	-40.042	-88.35	-1.818	-8.054	0.0291	-2.06
CRANSWICK PLC	2005	-10.0445736	41.308	-39.93	5.102	-3.074	0.0008	0.72
CRANSWICK PLC	2006	7.3823184	26.028	82.71	1.412	7.686	-0.0407	1.12
CRANSWICK PLC	2007	6.5791014	22.368	166.35	-1.828	11.546	-0.0006	0.91
CREMONINI SPA	2003	10.6197836	-9.444	-369.622	-12.648	-23.264	0.30202	-15.934
CREMONINI SPA	2004	-48.9047274	-53.734	-178.312	-2.028	-10.164	-0.16148	11.016
CREMONINI SPA	2005	40.0694366	-89.174	25.788	-9.008	-0.524	0.05942	-10.404
CREMONINI SPA	2006	21.3092606	29.096	151.388	2.072	20.476	-0.20618	22.126
CREMONINI SPA	2007	-23.0937534	123.256	370.758	21.612	13.476	0.00622	-6.804
CRESTON PLC	2003	0.0702478	-8.618	-37.97	0.364	-3.744	-0.1035	-1.206
CRESTON PLC	2004	0.0702478	-8.618	-27.16	0.364	-3.744	-0.1035	-1.206
CRESTON PLC	2005	2.5494938	-7.688	-20.74	0.414	-0.984	-0.0729	1.274
CRESTON PLC	2006	-2.0930692	2.012	24.86	-0.086	-0.324	0.1946	-1.386
CRESTON PLC	2007	-0.5969202	22.912	61.01	-1.056	8.796	0.0853	2.524
CRETA FARM S.A.	2003	2.7753736	-15.068	-18.758	-3.676	-1.536	-0.02282	-1.2745394
CRETA FARM S.A.	2004	3.4619656	-8.228	-7.008	-1.846	-3.366	-0.05322	0.6750176
CRETA FARM S.A.	2005	3.8610556	-30.858	6.852	-1.846	-2.786	-0.03802	1.1786006
CRETA FARM S.A.	2006	-7.1310264	25.422	7.532	4.794	4.024	-0.00532	0.4354606
CRETA FARM S.A.	2007	-2.9673684	28.732	11.382	2.574	3.664	0.11938	-1.0145394
CRH PLC	2003	64.682356	-1095.08	-2834.46	-146.6	-308.26	0.01846	-77.1
CRH PLC	2004	-167.480704	-732.08	-2577.36	-44.3	-388.86	0.00966	-90
CRH PLC	2005	-75.788004	-575.08	-1071.56	-63.6	-123.76	0.00086	37.5
CRH PLC	2006	2.003136	782.12	1097.64	99.2	181.14	-0.02894	-21.1
CRH PLC	2007	176.583216	1620.12	5385.74	155.3	639.74	-0.00004	150.7
CRUCELL	2003	12.192	-16.404	-34.392	-1.856	-0.894	-0.0215	2.140635
CRUCELL	2004	20.922	-16.964	-21.342	-3.756	5.186	-0.0215	7.180635
CRUCELL	2005	20.922	-15.754	-21.342	-3.756	5.186	-0.0215	7.180635
CRUCELL	2006	-2.798	-8.074	-10.532	11.784	10.086	-0.0215	12.590635
CRUCELL	2007	-51.238	57.196	87.608	-2.416	-19.564	0.086	-29.09254
CTS EVENTIM	2003	13.8391264	1.43	-82.24	-0.124	-21.39	-0.09824	-10.384
CTS EVENTIM	2004	-40.1716586	0.54	-16.62	-0.814	-8.32	0.06096	-6.004
CTS EVENTIM	2005	-7.7397996	0.63	-18.25	0.176	-2.7	0.01646	-1.664
CTS EVENTIM	2006	25.6622284	-2.17	15.18	0.586	8.71	0.00286	5.246
CTS EVENTIM	2007	8.4101034	-0.43	101.93	0.176	23.7	0.01796	12.806
CURANUM AG	2003	2.7656744	-31.328	-21.592	2.422	-1.154	-0.05258	-1.326
CURANUM AG	2004	-3.1083686	-30.918	-15.392	-1.518	-6.374	0.11872	-1.176
CURANUM AG	2005	-4.3519736	-55.278	3.928	-2.048	-15.944	-0.28778	-4.726
CURANUM AG	2006	7.4624584	26.992	2.908	-7.178	9.876	0.10732	2.604
CURANUM AG	2007	-2.7677906	90.532	30.148	8.322	13.596	0.11432	4.624
CYCOS AG	2003	4.1393432	0	-2.668	-0.678	0.16	-0.25384	0.27684
CYCOS AG	2004	-3.8915168	0	-1.218	0.302	1.2	0.03856	1.35684
CYCOS AG	2005	-3.8915168	0	-1.218	0.302	1.2	0.03856	1.35684
CYCOS AG	2006	2.3815792	0	3.102	0.362	1.71	0.27136	1.20684
CYCOS AG	2007	1.2621112	0	2.002	-0.288	-4.27	-0.09464	-4.19736
D/S NORDEN	2003	478.116912	218.12	289.686	-226.7	-109.712	-0.02376	-76.864
D/S NORDEN	2004	-519.752286	507.54	1353.136	606.8	272.258	-0.00466	119.106
D/S NORDEN	2005	5.973964	-242.37	-613.474	-111.16	-26.152	-0.01266	-9.104
D/S NORDEN	2006	132.416186	-283.66	-483.544	-179.33	-43.272	0.00384	63.246
D/S NORDEN	2007	-96.754776	-199.63	-545.804	-89.61	-93.122	0.03724	-96.384
DAB BANK AG	2003	-136.56708	24.356	15.814	-28.44	-75.534	-0.11318	-103.158
DAB BANK AG	2004	-40.49708	-128.374	-186.166	14.19	-5.714	-0.11318	9.292
DAB BANK AG	2005	-157.205342	-42.324	-12.286	3.29	21.296	-0.11318	34.042
DAB BANK AG	2006	9.18803	-16.124	47.414	5.57	21.846	0.08032	28.562
DAB BANK AG	2007	325.081472	162.466	135.224	5.39	38.106	0.25922	31.262
DAHLBUSCH AG	2003	-0.528	0	0.01	0	-0.528	0	-0.686
DAHLBUSCH AG	2004	0.132	0	-0.03	0	0.132	0	0.174
DAHLBUSCH AG	2005	0.132	0	-0.03	0	0.132	0	0.174
DAHLBUSCH AG	2006	0.132	0	-0.03	0	0.132	0	0.174
DAHLBUSCH AG	2007	0.132	0	0.08	0	0.132	0	0.164
DAMARTEX	2003	-40.119864	61.34	-38.304	-3.52	-12.072	-0.07796	-10.244
DAMARTEX	2004	1.837538	-5.68	-10.404	-3.89	3.698	0.04924	0.086
DAMARTEX	2005	1.837538	-5.68	4.896	-3.89	3.698	0.04924	0.086
DAMARTEX	2006	18.222394	-24.99	31.116	5.65	2.338	-0.01026	5.036
DAMARTEX	2007	18.222394	-24.99	12.696	5.65	2.338	-0.01026	5.036
DAMM SA	2003	19.763883	-15.342	-80.85	-29.862	-17.464	-0.00166	-10.706
DAMM SA	2004	19.763883	-15.342	-80.85	-29.862	-17.464	-0.00166	-10.706
DAMM SA	2005	19.763883	-15.342	-80.85	-29.862	-17.464	-0.00166	-10.706
DAMM SA	2006	-68.330972	6.978	93.62	59.988	22.246	-0.00836	7.424
DAMM SA	2007	9.039323	39.048	148.93	29.598	30.146	0.01334	24.694
DANE-ELEC MEMORY	2003	10.588431	11.03	-27.788	-0.77	-5.794	0.10006	-6.77008
DANE-ELEC MEMORY	2004	-7.931755	10.83	-50.808	-0.29	-3.784	-0.06134	-3.79498
DANE-ELEC MEMORY	2005	10.358879	-8.01	13.642	0.16	0.976	-0.02514	1.75502
DANE-ELEC MEMORY	2006	-1.843862	-6.36	38.342	-0.55	5.406	0.00096	3.96502
DANE-ELEC MEMORY	2007	-11.171693	-7.49	26.612	1.45	3.196	-0.01454	4.84502
DANIELI & CO	2003	85.3672708	43.926	-566.062	-23.024	-55.1	-0.01736	-23.12
DANIELI & CO	2004	-99.4163892	184.076	-3.032	-23.214	-41.18	0.08044	-22.69
DANIELI & CO	2005	126.0801788	133.076	48.358	-16.644	-3.55	-0.04466	-7.88
DANIELI & CO	2006	137.7332868	-211.394	71.278	-48.614	22.15	-0.07326	13.58
DANIELI & CO	2007	-249.7643472	-149.684	449.458	111.496	77.68	0.05484	40.11
DANSKE BANK A/S	2003	42211.5019	-138352	-10098.6	-1190	-2898.8	-0.01258	-2645.4
DANSKE BANK A/S	2004	-14999.7952	-90104	-14647.6	-1529	-2574.8	0.01342	-1601.4
DANSKE BANK A/S	2005	-83192.9044	4789	-13755.6	90	-3193.8	0.00082	-329.4
DANSKE BANK A/S	2006	26682.019	21094	7307.4	2140	3233.2	0.00492	1930.6
DANSKE BANK A/S	2007	29299.1787	202573	31194.4	489	5434.2	-0.00658	2645.6
DANWARE A/S	2003	-0.543616	-4.538	5.038	4.128	8.778	-0.07526	10.004
DANWARE A/S	2004	4.55918	8.442	-1.982	-2.792	3.618	-0.06496	3.424
DANWARE A/S	2005	14.495308	-0.768	-0.102	-1.812	10.088	-0.06766	5.834
DANWARE A/S	2006	1.045484	-1.038	-4.762	0.538	-3.312	-0.08276	-2.646
DANWARE A/S	2007	-19.556356	-2.098	1.808	-0.062	-19.172	0.29064	-16.616
DART GROUP PLC	2003	-6.323082	4.818	-72.516	-5.15	-10.068	0.01402	-1.074
DART GROUP PLC	2004	4.375024	-1.902	-42.496	-16.81	-6.398	0.01372	-0.884
DART GROUP PLC	2005	20.189476	-5.332	-2.696	-5.82	11.822	0.01372	-4.054
DART GROUP PLC	2006	-5.969274	1.208	39.404	5.89	-2.228	0.00192	1.806
DART GROUP PLC	2007	-12.272144	1.208	78.304	21.89	6.872	-0.04338	4.206
DCC PLC	2003	-25.0982274	-11.058	-748.106	0.748	-27.118	-0.0088	-16.424
DCC PLC	2004	31.5581416	-87.088	-784.706	-6.362	-23.048	0.0174	7.836
DCC PLC	2005	-7.1144644	15.602	-231.246	-9.322	-4.088	0.023	-29.274
DCC PLC	2006	8.9165136	32.972	577.114	9.338	11.582	-0.0312	10.716
DCC PLC	2007	-8.2619634	49.572	1186.944	5.598	42.672	-0.0004	27.146
DE LA RUE PLC	2003	-12.227436	-42.64	-54.02	-2.94	-25.98	-0.25576	-11.72
DE LA RUE PLC	2004	0.903304	-41.44	45.78	-2.24	-1.98	0.10644	0.38
DE LA RUE PLC	2005	6.025564	-51.64	-16.62	-9.74	-0.38	0.06484	-17.52
DE LA RUE PLC	2006	-5.636716	211.36	-25.92	2.36	3.82	0.04144	4.78
DE LA RUE PLC	2007	10.935284	-75.64	50.78	12.56	24.52	0.04304	24.08
DE'LONGHI SPA	2003	142.3666648	-28.272	-16.678	-15.704	38.632	0.10916	11.63
DE'LONGHI SPA	2004	12.4973588	-104.662	-14.918	-15.584	9.252	0.12616	-6.05
DE'LONGHI SPA	2005	-62.2934012	-40.762	-1.448	-10.044	-4.548	-0.06964	-13.4
DE'LONGHI SPA	2006	-122.5295492	216.718	-34.008	33.466	-24.348	-0.20544	-3.57
DE'LONGHI SPA	2007	29.9589268	-43.022	67.052	7.866	-18.988	0.03976	11.39
DELACHAUX	2003	-11.9072572	-144.902	-101.7	6.398	-13.378	-0.04946	-2.6
DELACHAUX	2004	-28.0899592	56.938	-126.39	-0.072	-24.188	0.17874	-14.26
DELACHAUX	2005	4.1802218	46.498	18.43	-10.342	-0.988	0.04644	-9.94
DELACHAUX	2006	23.1839368	33.488	87.03	-0.622	11.862	-0.10826	10.22
DELACHAUX	2007	12.6330578	7.978	122.63	4.638	26.692	-0.06746	16.58
DELHAIZE GROUP	2003	125.343506	662.992	1621.76	-88.092	92.266	0.06304	-77.28
DELHAIZE GROUP	2004	211.823066	-100.238	-246.14	-173.492	-6.934	0.02174	-84.28
DELHAIZE GROUP	2005	-210.094674	-245.138	-1095.04	-94.532	-33.664	-0.01256	-44.08
DELHAIZE GROUP	2006	-52.177454	243.392	-439.14	156.408	-60.234	-0.03036	109.32
DELHAIZE GROUP	2007	-74.894444	-561.008	158.56	199.708	8.566	-0.04186	96.32
DELTA PLC	2003	8.784128	72.54	-12.96	-3.8	10.14	-0.05006	-4.9
DELTA PLC	2004	-7.768712	-7.96	31.64	3.8	6.44	-0.07176	2.7
DELTA PLC	2005	16.242168	-11.96	44.94	0.3	5.44	-0.20556	2.7
DELTA PLC	2006	-12.148802	-23.66	-27.56	-0.5	-8.76	0.48384	23.3
DELTA PLC	2007	-5.108782	-28.96	-36.06	0.2	-13.26	-0.15646	-23.8
DETICA GROUP PLC	2003	-0.9205166	-2.186	-45.072	-1.15	-4.108	0.05188	-1.428
DETICA GROUP PLC	2004	-0.9205166	-2.186	-30.752	-1.15	-4.108	0.05188	-1.428
DETICA GROUP PLC	2005	-2.1075966	-2.186	-13.242	-0.07	-1.758	-0.03802	-0.368
DETICA GROUP PLC	2006	-1.0774646	-2.186	17.228	1.03	1.102	-0.09742	1.122
DETICA GROUP PLC	2007	5.0260944	8.744	71.838	1.34	8.872	0.03168	2.102
DEUTZ AG	2003	-19.3782616	138.068	-116.78	-27.18	-29.972	0.10596	-28.66
DEUTZ AG	2004	-38.0957296	66.498	-105.08	-26.88	-23.132	0.18196	-24.66
DEUTZ AG	2005	62.3093804	-8.022	-35.58	-12.68	-28.832	-0.17974	-19.06
DEUTZ AG	2006	38.6744504	-70.922	45.12	30.82	56.068	-0.04604	40.94
DEUTZ AG	2007	-43.5098396	-125.622	212.32	35.92	25.868	-0.06214	31.44
DEVOTEAM SA	2003	-8.7566078	-12.156	-39.544	-41.212	-6.832	-0.16372	-48.2155878
DEVOTEAM SA	2004	2.0933922	-11.816	-49.564	7.088	-7.002	-0.04842	3.2623512
DEVOTEAM SA	2005	1.0516962	-12.016	-25.344	8.018	-1.672	0.16258	7.8044122
DEVOTEAM SA	2006	1.6172622	-9.686	23.276	12.998	4.028	-0.02022	16.9744122
DEVOTEAM SA	2007	3.9942572	45.674	91.176	13.108	11.478	0.06978	20.1744122
DEVRO PLC	2003	9.7243332	11.386	-9.81	-5.288	-2.684	-0.1663	0.088
DEVRO PLC	2004	3.3028332	1.476	-1.7	-3.848	0.476	0.0461	2.828
DEVRO PLC	2005	-2.4870028	-1.584	1.17	0.472	0.536	0.042	3.358
DEVRO PLC	2006	-2.1957568	-9.044	4.68	3.422	2.506	0.0341	0.378
DEVRO PLC	2007	-8.3444068	-2.234	5.66	5.242	-0.834	0.0441	-6.652
DFDS A/S	2003	-1979.3667228	-710.162	-1100.556	-328.804	-108.228	14.1675	-13.736
DFDS A/S	2004	888.3401172	-791.662	-657.496	-431.444	-109.258	-3.4845	-87.106
DFDS A/S	2005	85.4425992	-23.002	-199.476	488.906	-55.118	-3.6163	-28.656
DFDS A/S	2006	768.7961152	320.638	356.054	-347.864	0.342	-3.5034	-19.886
DFDS A/S	2007	236.7878912	1204.188	1601.474	619.206	272.262	-3.5633	149.384
DIAGEO PLC	2003	-27.65734	1295	1096.6	28.4	-33	0.0319	130.4
DIAGEO PLC	2004	-66.10194	67	1026.6	25.4	-93	0.0217	65.4
DIAGEO PLC	2005	10.37676	-704	-1135.4	-5.6	-60	-0.0095	98.4
DIAGEO PLC	2006	232.46096	-1075	-604.4	-34.6	12	-0.1417	62.4
DIAGEO PLC	2007	-149.07844	417	-383.4	-13.6	174	0.0976	-356.6
DICOM GROUP PLC	2003	-2.6151536	1.772	-6.182	0.53	-2.274	0.02082	0.116
DICOM GROUP PLC	2004	-1.2011186	-0.468	-6.412	0.04	-0.574	0.13452	0.886
DICOM GROUP PLC	2005	-0.5799926	1.592	17.178	-1.22	1.076	0.04442	1.136
DICOM GROUP PLC	2006	5.4875634	-1.038	-2.212	0.09	1.246	-0.04088	-1.274
DICOM GROUP PLC	2007	-1.0912986	-1.858	-2.372	0.56	0.526	-0.15888	-0.864
DIDIER-WERKE	2003	4.015807	11.986	56.71	-7.62	3.104	-0.02982	4.914
DIDIER-WERKE	2004	5.770902	-1.724	-52.04	-1.72	-6.526	0.12688	-2.726
DIDIER-WERKE	2005	7.775854	1.826	-41.18	5.93	-0.746	-0.01872	-2.616
DIDIER-WERKE	2006	5.430234	1.826	-24.76	5.93	3.204	-0.01872	-2.616
DIDIER-WERKE	2007	-22.992797	-13.914	61.27	-2.52	0.964	-0.05962	3.044
DINAMIA	2003	-59.482	-2.886	-13.066	-0.088	-22.93	0	-10.6
DINAMIA	2004	16.518	1.864	-15.076	-0.358	-7.02	0	-11.74
DINAMIA	2005	26.208	-2.886	0.034	-0.378	2.67	0	-0.64
DINAMIA	2006	28.658	6.244	-0.076	-0.378	2.63	0	0.12
DINAMIA	2007	-11.902	-2.336	28.184	1.202	24.65	0	22.86
DINKELACKER AG	2003	-17.959896	3.646	61.16	-6.826	5.986	0.12522	-12.16
DINKELACKER AG	2004	12.659178	0.056	57.96	-6.196	10.926	0.12752	-11.45
DINKELACKER AG	2005	-3.748483	-1.234	-40.2	8.694	-7.864	-0.15868	16.83
DINKELACKER AG	2006	-3.748483	-1.234	-40.2	8.694	-7.864	-0.15868	16.83
DINKELACKER AG	2007	12.797684	-1.234	-38.72	-4.366	-1.184	0.06462	-10.05
DIPLOMA PLC	2003	0.342098	0.96	-34.46	0.2	-3.56	-0.0127	-3.08
DIPLOMA PLC	2004	-1.076332	-0.24	-11.06	0	-0.86	-0.0267	-0.98
DIPLOMA PLC	2005	-1.076332	-0.24	-0.26	0	-0.86	-0.0267	-0.98
DIPLOMA PLC	2006	-3.781622	-0.24	16.64	0.5	-4.26	-0.0292	3.22
DIPLOMA PLC	2007	5.592188	-0.24	29.14	-0.7	9.54	0.0953	1.82
DLH A/S-B	2003	25.258016	19.22	-768	7.46	-77.82	0.08294	-53.62
DLH A/S-B	2004	118.528546	-67.88	-866	-12.94	-71.22	0.03104	-41.42
DLH A/S-B	2005	1.753736	-103.48	-280.8	-41.04	-16.92	0.00254	-2.42
DLH A/S-B	2006	-175.208134	-718.98	45.4	38.46	12.38	-0.03746	31.98
DLH A/S-B	2007	29.667836	871.12	1869.4	8.06	153.58	-0.07906	65.48
DNB NOR ASA	2003	-7395.36552	-175670	-13670.8	448.8	-5974.8	0.03436	-4460.4
DNB NOR ASA	2004	1682.63268	-27087	5855.2	-2071.2	128.2	-0.01824	-1416.4
DNB NOR ASA	2005	985.76308	-45551	-3163.8	-122.2	-3.8	-0.01014	593.6
DNB NOR ASA	2006	2524.35328	59695	762.2	1176.8	2997.2	-0.02524	3349.6
DNB NOR ASA	2007	2202.61648	188613	10217.2	567.8	2853.2	0.01926	1933.6
DOF ASA	2003	683.2598364	470.924	-652.118	-741.358	-253.002	-0.00444	-26.304
DOF ASA	2004	305.7505744	1110.144	-527.888	-325.718	-232.032	0.01726	-116.864
DOF ASA	2005	625.8872364	1191.564	-450.338	-708.058	-215.832	-0.00544	-86.954
DOF ASA	2006	-1286.8765476	-1433.966	193.562	1217.172	85.338	-0.01924	0.296
DOF ASA	2007	-328.0210996	-1338.666	1436.782	557.962	615.528	0.01186	229.826
DOMSTEIN ASA	2003	305.385769	54.53	221.414	-16.724	107.418	0.27056	-5.3794852
DOMSTEIN ASA	2004	12.297592	29.21	-319.476	-12.704	-6.992	-0.17944	-36.8976562
DOMSTEIN ASA	2005	-23.001156	64.57	-188.456	-11.334	-54.642	-0.39534	-78.2181462
DOMSTEIN ASA	2006	-138.011049	-149.66	50.744	21.866	-12.082	-0.25704	134.2126438
DOMSTEIN ASA	2007	-156.671156	1.35	235.774	18.896	-33.702	0.56126	-13.7173562
DR HOENLE AG	2003	-0.6949308	-0.29	-4.606	-0.15	-0.826	-0.09724	-0.416
DR HOENLE AG	2004	-0.6949308	-0.29	0.094	-0.15	-0.826	-0.09724	-0.416
DR HOENLE AG	2005	1.0655012	-0.31	0.094	-0.67	0.144	0.08816	-0.026
DR HOENLE AG	2006	-0.5145148	0.36	0.494	0.83	0.824	0.06596	0.334
DR HOENLE AG	2007	0.8388752	0.53	3.924	0.14	0.684	0.04036	0.524
DRAKA HOLDING	2003	24.366924	134.4	-315.14	30.46	9.34	0.0976	-5.618672
DRAKA HOLDING	2004	49.735644	62.5	-393.74	-14.84	-0.36	-0.4054	6.475928
DRAKA HOLDING	2005	-55.710736	-56.3	-71.34	-27.24	-4.66	-0.1502	-17.609112
DRAKA HOLDING	2006	-13.313896	-48.7	64.76	4.36	-24.56	0.5946	-0.324072
DRAKA HOLDING	2007	-5.077936	-91.9	715.46	7.26	20.24	-0.1366	17.075928
DRILLISCH AG	2003	28.3640832	-19.714	-106.562	-33.86	-14.146	0.21826	-8.442
DRILLISCH AG	2004	38.1695792	-20.084	-96.202	-37.74	-7.366	0.14946	-6.492
DRILLISCH AG	2005	34.1314102	-20.354	99.398	-37.62	2.944	-0.14984	1.488
DRILLISCH AG	2006	31.9078482	-20.064	72.178	-32.98	7.164	-0.09074	5.348
DRILLISCH AG	2007	-132.5729208	80.216	31.188	142.2	11.404	-0.12714	8.098
DS SMITH PLC	2003	-9.308852	27.46	-123.24	10.72	6.98	-0.01526	24.86
DS SMITH PLC	2004	-5.946292	108.76	-113.74	-3.28	6.08	-0.04546	25.66
DS SMITH PLC	2005	5.997528	70.36	22.66	-14.88	8.88	-0.02006	10.96
DS SMITH PLC	2006	-1.564132	23.76	50.46	5.02	-15.62	0.18994	-58.94
DS SMITH PLC	2007	10.821748	-230.34	163.86	2.42	-6.32	-0.10916	-2.54
DUERR AG	2003	147.26472	90.036	279.788	9.618	22.658	0.16248	2.23
DUERR AG	2004	217.571986	33.096	462.158	1.008	15.428	-0.25092	10.03
DUERR AG	2005	-153.653214	-11.324	100.968	6.728	10.778	0.12368	-4.07
DUERR AG	2006	-166.661966	-58.424	-401.752	-21.402	-47.362	-0.23152	-5.45
DUERR AG	2007	-44.521526	-53.384	-441.162	4.048	-1.502	0.19628	-2.74
DURO FELGUERA SA	2003	-73.3583562	34.09	24.924	-4.326	-0.402	0.10176	-8.842
DURO FELGUERA SA	2004	43.3620498	-18.97	-96.186	5.684	-13.482	-0.11764	-11.462
DURO FELGUERA SA	2005	44.6685208	16.92	-128.216	6.074	-9.552	0.14606	-7.832
DURO FELGUERA SA	2006	-17.3774872	-0.59	72.114	-2.186	-0.772	-0.11764	8.658
DURO FELGUERA SA	2007	2.7052728	-31.45	127.364	-5.246	24.208	-0.01254	19.478
DVB BANK AG	2003	1177.5154732	560.58	24.342	4.202	-42.604	-0.07976	-21.982
DVB BANK AG	2004	-105.0012328	199.08	-2.368	-84.108	62.266	-0.13176	17.038
DVB BANK AG	2005	-177.4697768	-326.52	-104.608	-75.328	-14.764	0.10874	-15.252
DVB BANK AG	2006	-177.4697768	-326.52	-104.608	-75.328	-14.764	0.10874	-15.252
DVB BANK AG	2007	-717.5746868	-106.62	187.242	230.562	9.866	-0.00596	35.448
DYCKERHOFF AG	2003	19.2042158	343.542	182.404	-36.164	43.154	-0.13038	-69.456944
DYCKERHOFF AG	2004	-17.8338242	161.582	-42.466	-11.674	-60.986	-0.22938	144.501736
DYCKERHOFF AG	2005	-46.0686952	-72.458	-162.996	12.186	-48.276	0.05192	-62.488264
DYCKERHOFF AG	2006	19.1512878	-160.788	-35.816	3.216	-14.346	0.19822	-49.148264
DYCKERHOFF AG	2007	25.5470158	-271.878	58.874	32.436	80.454	0.10962	36.591736
DYSON GROUP PLC	2003	7.5542374	-8.59	1.466	-7.192	0.896	0.03122	1.6955544
DYSON GROUP PLC	2004	-5.2428346	-7.29	-0.444	5.738	-1.504	-0.12098	-1.4244456
DYSON GROUP PLC	2005	-5.2428346	-7.29	-0.944	5.738	-1.504	-0.12098	-1.4244456
DYSON GROUP PLC	2006	2.6734294	9.75	-0.684	-2.222	0.126	-0.00218	1.2977824
DYSON GROUP PLC	2007	0.2580024	13.42	0.606	-2.062	1.986	0.21292	-0.1444456
E.ON AG	2003	-117.4309	6231	-11766.6	-2368.4	-102.2	0.57192	-2068.4
E.ON AG	2004	-1798.9953	2767	-5351.6	849.6	-2063.2	-0.14128	-198.4
E.ON AG	2005	282.5909	1281	-3147.6	646.6	611.8	-0.05788	-506.4
E.ON AG	2006	1036.1483	-4658	3961.4	-650.4	106.8	-0.02848	2561.6
E.ON AG	2007	597.687	-5621	16304.4	1522.6	1446.8	-0.34428	211.6
EASYJET PLC	2003	83.84572	-211.42	-424.38	-161.376	-29.124	0.0064	-13.464
EASYJET PLC	2004	-132.85556	-161.32	-265.23	113.294	-32.394	0.0303	-32.534
EASYJET PLC	2005	134.92842	-63.82	-14.83	-142.306	-40.094	0.0637	-34.334
EASYJET PLC	2006	-128.03222	198.58	263.47	165.394	20.706	-0.0372	11.066
EASYJET PLC	2007	42.11364	237.98	440.97	24.994	80.906	-0.0632	69.266
